Timestamp,Email address,Name:,ID code:,Grade:,Module 1: First choice,Module 1: Second choice,Module 1: Third choice,Module 1: Fourth choice,Module 2: First choice,Module 2: Second choice,Module 2: Third choice,Module 2: Fourth choice,Module 3: First choice,Module 3: Second choice,Module 3: Third choice,Module 3: Fourth choice
07/03/2023 14:20:45,david@gmail.com,David Simon,915045260,12,Group A (Gr. 12),Group E,Group B,Group C,Group C,Group C,Group D,Group A (Gr. 12),Group D,Group C,Group E,Group F
07/03/2023 14:20:45,sara@gmail.com,Sara Bishop,283278769,12,Group C,Group B,Group E,Group F,Group A (Gr. 12),Group A (Gr. 12),Group B,Group E,Group C,Group B,Group E,Group D
07/03/2023 14:20:45,felicia@gmail.com,Felicia Lomeli,999675436,12,Group C,Group F,Group A (Gr. 12),Group B,Group D,Group D,Group C,Group A (Gr. 12),Group A (Gr. 12),Group F,Group B,Group D
07/03/2023 14:20:45,charles@gmail.com,Charles Woods,559659975,12,Group E,Group A (Gr. 12),Group D,Group C,Group A (Gr. 12),Group A (Gr. 12),Group E,Group F,Group A (Gr. 12),Group F,Group D,Group C
07/03/2023 14:20:45,william@gmail.com,William Rao,452015890,12,Group C,Group E,Group D,Group B,Group A (Gr. 12),Group A (Gr. 12),Group D,Group B,Group F,Group D,Group C,Group A (Gr. 12)
07/03/2023 14:20:45,debra@gmail.com,Debra Ward,781496214,12,Group C,Group E,Group A (Gr. 12),Group B,Group C,Group C,Group A (Gr. 12),Group E,Group B,Group F,Group D,Group C
07/03/2023 14:20:45,brian@gmail.com,Brian Starling,184968429,12,Group B,Group D,Group C,Group A (Gr. 12),Group B,Group B,Group A (Gr. 12),Group D,Group F,Group B,Group C,Group D
07/03/2023 14:20:45,erin@gmail.com,Erin Slaughter,902570722,12,Group B,Group E,Group A (Gr. 12),Group D,Group E,Group E,Group F,Group A (Gr. 12),Group F,Group D,Group A (Gr. 12),Group C
07/03/2023 14:20:45,claudio@gmail.com,Claudio Ransom,221333091,12,Group A (Gr. 12),Group F,Group D,Group C,Group C,Group C,Group E,Group D,Group D,Group A (Gr. 12),Group E,Group B
07/03/2023 14:20:45,sylvia@gmail.com,Sylvia Oneal,605118801,12,Group D,Group E,Group F,Group B,Group B,Group B,Group C,Group E,Group E,Group A (Gr. 12),Group F,Group C
07/03/2023 14:20:45,kimberly@gmail.com,Kimberly Chatfield,566537372,12,Group F,Group B,Group D,Group C,Group B,Group B,Group C,Group A (Gr. 12),Group E,Group F,Group C,Group A (Gr. 12)
07/03/2023 14:20:45,kenneth@gmail.com,Kenneth Valez,603459273,12,Group D,Group B,Group E,Group A (Gr. 12),Group F,Group F,Group A (Gr. 12),Group D,Group C,Group A (Gr. 12),Group E,Group B
07/03/2023 14:20:45,wanda@gmail.com,Wanda Pagan,464209914,12,Group A (Gr. 12),Group D,Group B,Group E,Group A (Gr. 12),Group A (Gr. 12),Group D,Group B,Group D,Group A (Gr. 12),Group F,Group C
07/03/2023 14:20:45,eleanor@gmail.com,Eleanor Venegas,820336201,12,Group B,Group F,Group C,Group D,Group E,Group E,Group B,Group A (Gr. 12),Group B,Group C,Group E,Group D
07/03/2023 14:20:45,kerry@gmail.com,Kerry Mercer,616386728,12,Group D,Group C,Group A (Gr. 12),Group B,Group C,Group C,Group A (Gr. 12),Group F,Group E,Group D,Group F,Group C
07/03/2023 14:20:45,kathy@gmail.com,Kathy Barr,750774772,12,Group B,Group C,Group E,Group A (Gr. 12),Group E,Group E,Group B,Group C,Group A (Gr. 12),Group D,Group E,Group F
07/03/2023 14:20:45,gladys@gmail.com,Gladys Kemp,830290071,12,Group A (Gr. 12),Group C,Group E,Group F,Group E,Group E,Group F,Group A (Gr. 12),Group A (Gr. 12),Group D,Group C,Group B
07/03/2023 14:20:45,linda@gmail.com,Linda Baird,629406829,12,Group E,Group C,Group D,Group F,Group E,Group E,Group B,Group F,Group D,Group F,Group A (Gr. 12),Group B
07/03/2023 14:20:45,luz@gmail.com,Luz Manning,676784798,12,Group F,Group C,Group B,Group E,Group F,Group F,Group E,Group D,Group F,Group E,Group B,Group A (Gr. 12)
07/03/2023 14:20:45,annie@gmail.com,Annie Isip,937218057,12,Group D,Group E,Group A (Gr. 12),Group C,Group B,Group B,Group A (Gr. 12),Group D,Group E,Group B,Group C,Group D
07/03/2023 14:20:45,andrew@gmail.com,Andrew Williams,683008040,12,Group F,Group C,Group D,Group A (Gr. 12),Group A (Gr. 12),Group A (Gr. 12),Group C,Group D,Group D,Group A (Gr. 12),Group E,Group C
07/03/2023 14:20:45,jesse@gmail.com,Jesse Gofton,838753533,12,Group F,Group A (Gr. 12),Group B,Group D,Group A (Gr. 12),Group A (Gr. 12),Group D,Group E,Group B,Group A (Gr. 12),Group F,Group C
07/03/2023 14:20:45,shannon@gmail.com,Shannon Dunton,775406356,12,Group B,Group C,Group D,Group F,Group C,Group C,Group D,Group E,Group D,Group E,Group A (Gr. 12),Group F
07/03/2023 14:20:45,susan@gmail.com,Susan Berg,409073763,12,Group D,Group B,Group C,Group F,Group C,Group C,Group F,Group B,Group D,Group A (Gr. 12),Group E,Group B
07/03/2023 14:20:45,justin@gmail.com,Justin Neal,627526143,12,Group D,Group C,Group B,Group E,Group A (Gr. 12),Group A (Gr. 12),Group E,Group F,Group C,Group B,Group D,Group A (Gr. 12)
07/03/2023 14:20:45,michael@gmail.com,Michael Auclair,963623823,12,Group A (Gr. 12),Group E,Group D,Group F,Group F,Group F,Group D,Group A (Gr. 12),Group F,Group E,Group D,Group C
07/03/2023 14:20:45,patricia@gmail.com,Patricia Harris,162207120,12,Group E,Group B,Group F,Group D,Group D,Group D,Group E,Group C,Group E,Group A (Gr. 12),Group F,Group D
07/03/2023 14:20:45,pamela@gmail.com,Pamela Vergara,397951932,12,Group D,Group E,Group C,Group F,Group F,Group F,Group E,Group A (Gr. 12),Group E,Group D,Group B,Group F
07/03/2023 14:20:45,lori@gmail.com,Lori Boisen,262074623,12,Group B,Group C,Group E,Group F,Group D,Group D,Group A (Gr. 12),Group F,Group B,Group E,Group F,Group D
07/03/2023 14:20:45,frank@gmail.com,Frank Stephens,246790543,12,Group F,Group E,Group A (Gr. 12),Group C,Group D,Group D,Group C,Group A (Gr. 12),Group F,Group A (Gr. 12),Group E,Group B
07/03/2023 14:20:45,brenda@gmail.com,Brenda Morris,451367293,12,Group A (Gr. 12),Group F,Group E,Group B,Group A (Gr. 12),Group A (Gr. 12),Group D,Group E,Group C,Group A (Gr. 12),Group E,Group D
07/03/2023 14:20:45,kristine@gmail.com,Kristine Robinson,599197403,12,Group F,Group B,Group A (Gr. 12),Group D,Group E,Group E,Group B,Group F,Group A (Gr. 12),Group C,Group B,Group D
07/03/2023 14:20:45,robert@gmail.com,Robert Prechtl,597667281,12,Group C,Group D,Group A (Gr. 12),Group E,Group F,Group F,Group A (Gr. 12),Group D,Group F,Group B,Group C,Group A (Gr. 12)
07/03/2023 14:20:45,william@gmail.com,William Ferrara,677581195,12,Group A (Gr. 12),Group E,Group F,Group B,Group E,Group E,Group F,Group A (Gr. 12),Group F,Group A (Gr. 12),Group B,Group C
07/03/2023 14:20:45,anne@gmail.com,Anne Snyder,107517591,12,Group B,Group C,Group A (Gr. 12),Group F,Group B,Group B,Group E,Group A (Gr. 12),Group E,Group D,Group F,Group C
07/03/2023 14:20:45,gregory@gmail.com,Gregory Neverson,435055128,12,Group B,Group E,Group C,Group F,Group A (Gr. 12),Group A (Gr. 12),Group D,Group C,Group A (Gr. 12),Group E,Group F,Group D
07/03/2023 14:20:45,valerie@gmail.com,Valerie Willman,163188307,12,Group D,Group C,Group F,Group B,Group C,Group C,Group A (Gr. 12),Group D,Group C,Group F,Group E,Group B
07/03/2023 14:20:45,julio@gmail.com,Julio Given,686630000,12,Group F,Group D,Group E,Group B,Group F,Group F,Group D,Group B,Group B,Group C,Group D,Group E
07/03/2023 14:20:45,hilda@gmail.com,Hilda Poole,116978513,12,Group F,Group C,Group E,Group D,Group D,Group D,Group F,Group E,Group C,Group D,Group E,Group F
07/03/2023 14:20:45,richard@gmail.com,Richard Calderon,509937887,12,Group F,Group C,Group B,Group E,Group B,Group B,Group A (Gr. 12),Group D,Group E,Group D,Group B,Group F
07/03/2023 14:20:45,frank@gmail.com,Frank Winters,908811762,12,Group E,Group C,Group F,Group D,Group E,Group E,Group D,Group C,Group B,Group A (Gr. 12),Group C,Group F
07/03/2023 14:20:45,brian@gmail.com,Brian Mullins,186077252,12,Group C,Group E,Group A (Gr. 12),Group F,Group D,Group D,Group A (Gr. 12),Group C,Group B,Group E,Group D,Group C
07/03/2023 14:20:45,travis@gmail.com,Travis Wilson,911566555,12,Group C,Group F,Group E,Group B,Group D,Group D,Group A (Gr. 12),Group B,Group E,Group D,Group F,Group B
07/03/2023 14:20:45,anna@gmail.com,Anna Merriweather,213554763,12,Group C,Group B,Group A (Gr. 12),Group F,Group F,Group F,Group D,Group B,Group E,Group C,Group B,Group D
07/03/2023 14:20:45,terry@gmail.com,Terry Lei,428455823,12,Group D,Group B,Group C,Group A (Gr. 12),Group A (Gr. 12),Group A (Gr. 12),Group B,Group E,Group A (Gr. 12),Group F,Group D,Group B
07/03/2023 14:20:45,frederick@gmail.com,Frederick Salazar,594457479,12,Group F,Group B,Group A (Gr. 12),Group D,Group D,Group D,Group A (Gr. 12),Group E,Group E,Group D,Group F,Group A (Gr. 12)
07/03/2023 14:20:45,wayne@gmail.com,Wayne Finn,137967012,12,Group F,Group B,Group A (Gr. 12),Group D,Group E,Group E,Group C,Group D,Group A (Gr. 12),Group B,Group F,Group C
07/03/2023 14:20:45,tony@gmail.com,Tony Smith,550756725,12,Group A (Gr. 12),Group E,Group B,Group D,Group D,Group D,Group E,Group C,Group C,Group E,Group D,Group F
07/03/2023 14:20:45,pedro@gmail.com,Pedro Rice,602573409,12,Group A (Gr. 12),Group C,Group E,Group B,Group B,Group B,Group C,Group E,Group A (Gr. 12),Group C,Group B,Group D
07/03/2023 14:20:45,peggy@gmail.com,Peggy Vasquez,361686056,12,Group F,Group A (Gr. 12),Group E,Group B,Group C,Group C,Group B,Group E,Group B,Group F,Group C,Group A (Gr. 12)
07/03/2023 14:20:45,lorraine@gmail.com,Lorraine Jenkins,764961990,12,Group A (Gr. 12),Group F,Group D,Group E,Group F,Group F,Group B,Group E,Group B,Group A (Gr. 12),Group C,Group E
07/03/2023 14:20:45,susie@gmail.com,Susie Ryan,986510308,12,Group D,Group B,Group C,Group F,Group D,Group D,Group E,Group C,Group A (Gr. 12),Group C,Group D,Group E
07/03/2023 14:20:45,frederic@gmail.com,Frederic Revard,438529858,12,Group D,Group F,Group B,Group A (Gr. 12),Group F,Group F,Group B,Group E,Group B,Group A (Gr. 12),Group F,Group C
07/03/2023 14:20:45,dena@gmail.com,Dena German,544571139,12,Group D,Group F,Group B,Group A (Gr. 12),Group F,Group F,Group E,Group A (Gr. 12),Group A (Gr. 12),Group C,Group D,Group B
07/03/2023 14:20:45,eric@gmail.com,Eric Perez,108892889,12,Group D,Group B,Group F,Group A (Gr. 12),Group B,Group B,Group F,Group A (Gr. 12),Group B,Group C,Group E,Group A (Gr. 12)
07/03/2023 14:20:45,susan@gmail.com,Susan Neil,138289181,12,Group D,Group F,Group C,Group B,Group B,Group B,Group C,Group A (Gr. 12),Group E,Group F,Group D,Group C
07/03/2023 14:20:45,michael@gmail.com,Michael Thorne,581143657,12,Group C,Group D,Group A (Gr. 12),Group F,Group B,Group B,Group A (Gr. 12),Group D,Group A (Gr. 12),Group D,Group E,Group B
07/03/2023 14:20:45,jacquelynn@gmail.com,Jacquelynn Walton,119820474,12,Group A (Gr. 12),Group C,Group D,Group F,Group B,Group B,Group E,Group D,Group E,Group F,Group D,Group A (Gr. 12)
07/03/2023 14:20:45,albert@gmail.com,Albert Weber,306955612,12,Group E,Group D,Group B,Group A (Gr. 12),Group E,Group E,Group D,Group F,Group D,Group E,Group F,Group B
07/03/2023 14:20:45,albert@gmail.com,Albert Cam,427429590,12,Group E,Group A (Gr. 12),Group B,Group C,Group F,Group F,Group D,Group E,Group A (Gr. 12),Group E,Group B,Group C
07/03/2023 14:20:45,marjorie@gmail.com,Marjorie Muscarella,757697940,12,Group D,Group A (Gr. 12),Group C,Group E,Group A (Gr. 12),Group A (Gr. 12),Group C,Group F,Group E,Group C,Group B,Group A (Gr. 12)
07/03/2023 14:20:45,pamela@gmail.com,Pamela Goins,853385713,12,Group C,Group A (Gr. 12),Group E,Group D,Group E,Group E,Group A (Gr. 12),Group F,Group E,Group A (Gr. 12),Group F,Group C
07/03/2023 14:20:45,danny@gmail.com,Danny Weaver,995043142,12,Group A (Gr. 12),Group B,Group E,Group D,Group D,Group D,Group E,Group F,Group A (Gr. 12),Group E,Group C,Group F
07/03/2023 14:20:45,kimberly@gmail.com,Kimberly Whitham,469233433,12,Group A (Gr. 12),Group C,Group B,Group E,Group E,Group E,Group C,Group A (Gr. 12),Group B,Group E,Group D,Group C
07/03/2023 14:20:45,candi@gmail.com,Candi Campos,487577254,12,Group E,Group A (Gr. 12),Group D,Group C,Group F,Group F,Group C,Group B,Group F,Group B,Group E,Group C
07/03/2023 14:20:45,colin@gmail.com,Colin Delarosa,568352030,12,Group B,Group E,Group F,Group A (Gr. 12),Group E,Group E,Group A (Gr. 12),Group C,Group A (Gr. 12),Group E,Group D,Group B
07/03/2023 14:20:45,thomas@gmail.com,Thomas Cunningham,289216108,12,Group A (Gr. 12),Group F,Group B,Group D,Group F,Group F,Group B,Group C,Group F,Group A (Gr. 12),Group C,Group D
07/03/2023 14:20:45,myrna@gmail.com,Myrna Cobb,462873176,12,Group D,Group E,Group C,Group F,Group C,Group C,Group A (Gr. 12),Group E,Group D,Group A (Gr. 12),Group B,Group E
07/03/2023 14:20:45,robert@gmail.com,Robert Francis,765134558,12,Group A (Gr. 12),Group B,Group F,Group E,Group F,Group F,Group A (Gr. 12),Group D,Group B,Group C,Group A (Gr. 12),Group F
07/03/2023 14:20:45,william@gmail.com,William Tucker,814881494,12,Group D,Group B,Group C,Group A (Gr. 12),Group B,Group B,Group A (Gr. 12),Group F,Group B,Group A (Gr. 12),Group D,Group F
07/03/2023 14:20:45,russell@gmail.com,Russell Frazier,510944301,12,Group D,Group B,Group A (Gr. 12),Group F,Group D,Group D,Group C,Group E,Group A (Gr. 12),Group E,Group C,Group F
07/03/2023 14:20:45,leon@gmail.com,Leon Chatman,753183053,12,Group B,Group F,Group A (Gr. 12),Group D,Group F,Group F,Group B,Group A (Gr. 12),Group F,Group E,Group D,Group B
07/03/2023 14:20:45,karen@gmail.com,Karen Layne,501322800,12,Group E,Group D,Group B,Group C,Group B,Group B,Group D,Group E,Group E,Group A (Gr. 12),Group B,Group C
07/03/2023 14:20:45,rodney@gmail.com,Rodney Renolds,544967738,12,Group D,Group F,Group C,Group B,Group B,Group B,Group F,Group E,Group C,Group E,Group B,Group A (Gr. 12)
07/03/2023 14:20:45,frank@gmail.com,Frank Hotton,332587362,12,Group A (Gr. 12),Group C,Group D,Group F,Group B,Group B,Group A (Gr. 12),Group F,Group D,Group F,Group E,Group B
07/03/2023 14:20:45,david@gmail.com,David Hoffman,697856868,12,Group D,Group C,Group B,Group F,Group C,Group C,Group A (Gr. 12),Group E,Group A (Gr. 12),Group D,Group B,Group F
07/03/2023 14:20:45,janet@gmail.com,Janet Denny,343558066,12,Group A (Gr. 12),Group D,Group F,Group C,Group D,Group D,Group C,Group A (Gr. 12),Group B,Group F,Group A (Gr. 12),Group D
07/03/2023 14:20:45,christopher@gmail.com,Christopher Robinson,802733130,12,Group C,Group E,Group D,Group A (Gr. 12),Group C,Group C,Group D,Group A (Gr. 12),Group F,Group D,Group B,Group A (Gr. 12)
07/03/2023 14:20:45,leonard@gmail.com,Leonard Gaston,661474792,12,Group A (Gr. 12),Group F,Group E,Group C,Group A (Gr. 12),Group A (Gr. 12),Group F,Group E,Group E,Group B,Group A (Gr. 12),Group F
07/03/2023 14:20:45,julie@gmail.com,Julie Whitrock,352249574,12,Group F,Group E,Group A (Gr. 12),Group D,Group C,Group C,Group D,Group B,Group C,Group D,Group A (Gr. 12),Group E
07/03/2023 14:20:45,heath@gmail.com,Heath Marra,572448507,12,Group E,Group C,Group A (Gr. 12),Group B,Group F,Group F,Group E,Group C,Group B,Group A (Gr. 12),Group D,Group E
07/03/2023 14:20:45,michele@gmail.com,Michele Flaherty,464660890,12,Group B,Group E,Group A (Gr. 12),Group C,Group E,Group E,Group F,Group A (Gr. 12),Group B,Group C,Group D,Group F
07/03/2023 14:20:45,michael@gmail.com,Michael Messenger,488662633,12,Group C,Group F,Group D,Group B,Group F,Group F,Group C,Group B,Group E,Group C,Group B,Group F
07/03/2023 14:20:45,carol@gmail.com,Carol Telford,449320338,12,Group E,Group C,Group B,Group A (Gr. 12),Group B,Group B,Group D,Group F,Group D,Group F,Group B,Group E
07/03/2023 14:20:45,mary@gmail.com,Mary Lord,291296283,12,Group C,Group E,Group B,Group D,Group C,Group C,Group B,Group D,Group C,Group D,Group B,Group F
07/03/2023 14:20:45,misty@gmail.com,Misty Jackson,559456530,12,Group B,Group A (Gr. 12),Group D,Group C,Group B,Group B,Group A (Gr. 12),Group E,Group B,Group F,Group E,Group D
07/03/2023 14:20:45,bernice@gmail.com,Bernice Robinson,545247417,12,Group D,Group B,Group F,Group E,Group F,Group F,Group A (Gr. 12),Group B,Group E,Group B,Group C,Group F
07/03/2023 14:20:45,douglas@gmail.com,Douglas Matteucci,587461636,12,Group D,Group B,Group A (Gr. 12),Group C,Group B,Group B,Group C,Group D,Group A (Gr. 12),Group B,Group F,Group E
07/03/2023 14:20:45,ruth@gmail.com,Ruth Headrick,276646772,12,Group D,Group B,Group A (Gr. 12),Group E,Group E,Group E,Group A (Gr. 12),Group B,Group C,Group B,Group E,Group D
07/03/2023 14:20:45,larry@gmail.com,Larry Hamilton,524667685,12,Group B,Group E,Group C,Group D,Group D,Group D,Group C,Group B,Group C,Group A (Gr. 12),Group B,Group E
07/03/2023 14:20:45,robert@gmail.com,Robert Pelzer,901800634,12,Group E,Group C,Group B,Group A (Gr. 12),Group D,Group D,Group B,Group A (Gr. 12),Group E,Group B,Group F,Group D
07/03/2023 14:20:45,melissa@gmail.com,Melissa Maxwell,125320469,12,Group E,Group D,Group F,Group C,Group A (Gr. 12),Group A (Gr. 12),Group D,Group E,Group A (Gr. 12),Group D,Group E,Group C
07/03/2023 14:20:45,franklin@gmail.com,Franklin Goble,240342387,12,Group F,Group D,Group B,Group A (Gr. 12),Group B,Group B,Group C,Group D,Group B,Group D,Group E,Group C
07/03/2023 14:20:45,herbert@gmail.com,Herbert Miller,316730496,12,Group D,Group E,Group F,Group C,Group C,Group C,Group E,Group D,Group E,Group D,Group B,Group A (Gr. 12)
07/03/2023 14:20:45,arthur@gmail.com,Arthur Pinson,970411217,12,Group D,Group C,Group A (Gr. 12),Group B,Group C,Group C,Group B,Group F,Group B,Group C,Group F,Group A (Gr. 12)
07/03/2023 14:20:45,william@gmail.com,William Fowler,259004975,12,Group C,Group B,Group D,Group E,Group F,Group F,Group A (Gr. 12),Group C,Group A (Gr. 12),Group C,Group F,Group B
07/03/2023 14:20:45,lorena@gmail.com,Lorena Jones,961401349,12,Group C,Group F,Group D,Group A (Gr. 12),Group E,Group E,Group B,Group F,Group B,Group C,Group D,Group F
07/03/2023 14:20:45,janice@gmail.com,Janice Litzenberg,288455532,12,Group C,Group E,Group A (Gr. 12),Group D,Group B,Group B,Group C,Group F,Group F,Group B,Group D,Group E
07/03/2023 14:20:45,margaret@gmail.com,Margaret Pouncil,427659629,12,Group B,Group E,Group A (Gr. 12),Group F,Group E,Group E,Group F,Group B,Group F,Group D,Group A (Gr. 12),Group B
07/03/2023 14:20:45,tiffany@gmail.com,Tiffany Leggitt,121759805,12,Group E,Group A (Gr. 12),Group C,Group D,Group F,Group F,Group C,Group B,Group D,Group C,Group F,Group A (Gr. 12)
07/03/2023 14:20:45,betty@gmail.com,Betty Morales,751957845,12,Group C,Group D,Group B,Group A (Gr. 12),Group B,Group B,Group F,Group D,Group B,Group E,Group F,Group D
07/03/2023 14:20:45,jeremy@gmail.com,Jeremy Zbell,990724657,12,Group B,Group A (Gr. 12),Group C,Group D,Group B,Group B,Group F,Group D,Group F,Group D,Group C,Group E
07/03/2023 14:20:45,douglas@gmail.com,Douglas Sherman,409873468,12,Group A (Gr. 12),Group C,Group E,Group B,Group E,Group E,Group D,Group A (Gr. 12),Group E,Group F,Group C,Group B
07/03/2023 14:20:45,donna@gmail.com,Donna Lichtenstein,307086078,12,Group B,Group A (Gr. 12),Group E,Group F,Group B,Group B,Group F,Group A (Gr. 12),Group E,Group C,Group D,Group A (Gr. 12)
07/03/2023 14:20:45,william@gmail.com,William Currin,170291448,12,Group F,Group D,Group B,Group A (Gr. 12),Group A (Gr. 12),Group A (Gr. 12),Group F,Group D,Group E,Group A (Gr. 12),Group B,Group C
07/03/2023 14:20:45,david@gmail.com,David Dohrman,111671415,12,Group D,Group C,Group B,Group E,Group A (Gr. 12),Group A (Gr. 12),Group C,Group B,Group E,Group D,Group C,Group B
07/03/2023 14:20:45,randy@gmail.com,Randy Sneed,864853461,12,Group B,Group D,Group A (Gr. 12),Group E,Group E,Group E,Group D,Group A (Gr. 12),Group A (Gr. 12),Group C,Group D,Group F
07/03/2023 14:20:45,ann@gmail.com,Ann Massey,148953399,12,Group F,Group D,Group A (Gr. 12),Group C,Group A (Gr. 12),Group A (Gr. 12),Group D,Group E,Group E,Group D,Group A (Gr. 12),Group C
07/03/2023 14:20:45,marianne@gmail.com,Marianne Ball,566005773,12,Group C,Group A (Gr. 12),Group B,Group D,Group A (Gr. 12),Group A (Gr. 12),Group E,Group C,Group A (Gr. 12),Group B,Group F,Group E
07/03/2023 14:20:45,teresa@gmail.com,Teresa Olivarria,466922863,12,Group E,Group B,Group F,Group D,Group C,Group C,Group A (Gr. 12),Group B,Group D,Group E,Group A (Gr. 12),Group F
07/03/2023 14:20:45,deanne@gmail.com,Deanne Goodridge,902746010,12,Group A (Gr. 12),Group D,Group F,Group C,Group A (Gr. 12),Group A (Gr. 12),Group F,Group C,Group B,Group E,Group D,Group F
07/03/2023 14:20:45,richard@gmail.com,Richard Barrett,952568292,12,Group B,Group E,Group A (Gr. 12),Group F,Group A (Gr. 12),Group A (Gr. 12),Group F,Group C,Group D,Group A (Gr. 12),Group E,Group C
07/03/2023 14:20:45,craig@gmail.com,Craig Harris,568968867,12,Group D,Group E,Group F,Group B,Group B,Group B,Group F,Group D,Group B,Group D,Group A (Gr. 12),Group F
07/03/2023 14:20:45,betty@gmail.com,Betty Peel,522393352,12,Group D,Group E,Group A (Gr. 12),Group B,Group C,Group C,Group D,Group B,Group B,Group C,Group E,Group D
07/03/2023 14:20:45,kenneth@gmail.com,Kenneth Scholer,355356316,12,Group F,Group B,Group A (Gr. 12),Group D,Group E,Group E,Group D,Group F,Group E,Group A (Gr. 12),Group F,Group C
07/03/2023 14:20:45,joyce@gmail.com,Joyce Morton,299774216,12,Group A (Gr. 12),Group F,Group C,Group B,Group C,Group C,Group E,Group B,Group C,Group B,Group E,Group A (Gr. 12)
07/03/2023 14:20:45,debbie@gmail.com,Debbie Meese,123772982,12,Group E,Group C,Group B,Group F,Group F,Group F,Group B,Group D,Group F,Group B,Group C,Group E
07/03/2023 14:20:45,lillian@gmail.com,Lillian Manuel,394257731,12,Group B,Group F,Group E,Group A (Gr. 12),Group D,Group D,Group C,Group B,Group C,Group D,Group B,Group A (Gr. 12)
07/03/2023 14:20:45,antonia@gmail.com,Antonia Henry,864158012,12,Group D,Group E,Group F,Group A (Gr. 12),Group C,Group C,Group E,Group B,Group F,Group D,Group B,Group C
07/03/2023 14:20:45,anthony@gmail.com,Anthony Sims,600498344,12,Group F,Group C,Group A (Gr. 12),Group E,Group B,Group B,Group C,Group D,Group E,Group B,Group F,Group C
07/03/2023 14:20:45,joseph@gmail.com,Joseph Stevens,323652934,12,Group F,Group D,Group B,Group C,Group D,Group D,Group C,Group E,Group A (Gr. 12),Group F,Group B,Group C
07/03/2023 14:20:45,lea@gmail.com,Lea Bozeman,727647704,12,Group F,Group E,Group A (Gr. 12),Group B,Group D,Group D,Group C,Group B,Group D,Group A (Gr. 12),Group C,Group F
07/03/2023 14:20:45,melanie@gmail.com,Melanie Lindholm,166364059,12,Group B,Group A (Gr. 12),Group D,Group E,Group E,Group E,Group F,Group C,Group D,Group C,Group B,Group F
07/03/2023 14:20:45,juanita@gmail.com,Juanita Stevens,159497924,12,Group F,Group C,Group A (Gr. 12),Group E,Group B,Group B,Group C,Group A (Gr. 12),Group C,Group A (Gr. 12),Group F,Group E
07/03/2023 14:20:45,hattie@gmail.com,Hattie Anderson,817678386,12,Group D,Group E,Group F,Group B,Group E,Group E,Group A (Gr. 12),Group C,Group A (Gr. 12),Group F,Group B,Group D
07/03/2023 14:20:45,jacqueline@gmail.com,Jacqueline Lewis,551254505,12,Group D,Group F,Group A (Gr. 12),Group E,Group F,Group F,Group A (Gr. 12),Group B,Group E,Group F,Group A (Gr. 12),Group C
07/03/2023 14:20:45,kristen@gmail.com,Kristen May,832224373,12,Group C,Group A (Gr. 12),Group B,Group F,Group C,Group C,Group A (Gr. 12),Group B,Group E,Group C,Group B,Group F
07/03/2023 14:20:45,lois@gmail.com,Lois Talbert,798020289,12,Group F,Group D,Group B,Group C,Group F,Group F,Group D,Group B,Group F,Group E,Group D,Group A (Gr. 12)
07/03/2023 14:20:45,bruce@gmail.com,Bruce Brumley,250497018,12,Group C,Group B,Group A (Gr. 12),Group D,Group B,Group B,Group A (Gr. 12),Group F,Group E,Group D,Group A (Gr. 12),Group B
07/03/2023 14:20:45,breana@gmail.com,Breana Luckow,425753405,12,Group A (Gr. 12),Group D,Group C,Group E,Group B,Group B,Group C,Group D,Group E,Group D,Group F,Group B
07/03/2023 14:20:45,patrice@gmail.com,Patrice Crawford,429305162,12,Group E,Group D,Group A (Gr. 12),Group F,Group B,Group B,Group F,Group C,Group A (Gr. 12),Group C,Group D,Group B
07/03/2023 14:20:45,valerie@gmail.com,Valerie Cena,187032174,12,Group B,Group D,Group C,Group A (Gr. 12),Group A (Gr. 12),Group A (Gr. 12),Group C,Group B,Group A (Gr. 12),Group B,Group D,Group C
07/03/2023 14:20:45,carol@gmail.com,Carol Hickel,343552422,12,Group B,Group C,Group D,Group E,Group F,Group F,Group A (Gr. 12),Group C,Group B,Group C,Group F,Group E
07/03/2023 14:20:45,charles@gmail.com,Charles Scott,861549400,12,Group F,Group C,Group A (Gr. 12),Group E,Group B,Group B,Group A (Gr. 12),Group E,Group A (Gr. 12),Group B,Group E,Group D
07/03/2023 14:20:45,johnathan@gmail.com,Johnathan Johnson,324081447,12,Group C,Group D,Group E,Group F,Group B,Group B,Group C,Group E,Group F,Group C,Group D,Group A (Gr. 12)
07/03/2023 14:20:45,lynn@gmail.com,Lynn Painter,556003830,12,Group E,Group C,Group D,Group A (Gr. 12),Group F,Group F,Group B,Group D,Group E,Group F,Group C,Group D
07/03/2023 14:20:45,kenneth@gmail.com,Kenneth Spell,449973306,12,Group F,Group D,Group C,Group E,Group B,Group B,Group D,Group F,Group A (Gr. 12),Group C,Group E,Group F
07/03/2023 14:20:45,roberto@gmail.com,Roberto Moore,685529574,12,Group C,Group A (Gr. 12),Group B,Group F,Group E,Group E,Group F,Group B,Group E,Group D,Group C,Group F
07/03/2023 14:20:45,jerald@gmail.com,Jerald Green,413537555,12,Group E,Group B,Group C,Group F,Group B,Group B,Group D,Group F,Group D,Group F,Group B,Group A (Gr. 12)
